attack_id,datetime,year,month,lat,lon,basin,vessel_type,attack_type,crew_injured,hostages_taken,weapons,narrative
ASAM-2016-02597,2016-08-17T08:04:00,2016,8,6.7033,113.7971,South China Sea,Chemical Tanker,Boarded,0,0,Knives,"Chemical Tanker attacked by Filipino anchor-rob crew approx 214nm offshore. MOA: product theft (diesel siphoning). Weapons observed: knives/machetes. boarders rifled bridge & masters cabin, stole cash and electronics."
ASAM-2017-02598,2008-05-10T17:21:00,2008,5,14.3507,50.7684,Gulf of Aden,Bulk Carrier,Attempted,0,0,Small arms,Bulk Carrier attacked by Hobyo-Harardhere PAG underway in transit lane. MOA: RPG warning shot then boarding. Weapons observed: small arms. approach broken off after master sounded alarm and engaged firehoses.
ASAM-2018-02599,2011-09-13T21:12:00,2011,9,12.0839,49.4976,Gulf of Aden,Container Ship,Boarded,0,0,AK-47,"Container Ship attacked by Puntland-based PAG underway in transit lane. MOA: grappling hook boarding at low freeboard. Weapons observed: AK-47. boarders rifled bridge & masters cabin, stole cash and electronics."
ASAM-2019-02600,2025-01-11T11:10:00,2025,1,4.97,4.1095,Gulf of Guinea,Container Ship,Boarded,0,0,AK-47,"Container Ship attacked by Bakassi Strike Force remnant in narrow channel. MOA: AK-47 + GPMG armed boarding. Weapons observed: knives/machetes. boarders rifled bridge & masters cabin, stole cash and electronics."
ASAM-2020-02601,2011-02-04T22:05:00,2011,2,13.4007,46.8954,Gulf of Aden,Bulk Carrier,Attempted,0,0,Unknown,Bulk Carrier attacked by Somali pirate skiff network in narrow channel. MOA: AK-47 small arms suppression. Weapons observed: RPG-7. approach broken off after master sounded alarm and engaged firehoses.
ASAM-2021-02602,2015-06-17T19:29:00,2015,6,4.0248,103.2584,Strait of Malacca,Tug & Barge,Fired Upon,1,0,RPG,"Tug & Barge attacked by Riau Archipelago armed robbers approx 242nm offshore. MOA: crew rob & flee in <30 min. Weapons observed: AK-47. master engaged evasive maneuvers, RPG and small arms fire received; 2 crew sustained injuries."
ASAM-2022-02603,2022-11-03T13:48:00,2022,11,4.1899,101.948,Strait of Malacca,Bulk Carrier,Boarded,0,0,Knives,"Bulk Carrier attacked by Indonesian coastal gang underway in transit lane. MOA: knife-armed boarders, no firearms. Weapons observed: small arms. boarders rifled bridge & masters cabin, stole cash and electronics."
ASAM-2023-02604,2011-10-13T02:04:00,2011,10,3.5858,5.2963,Gulf of Guinea,General Cargo,Attempted,1,0,RPG,General Cargo attacked by Niger Delta militant offshoot approx 258nm offshore. MOA: tanker product theft (siphon). Weapons observed: knives/machetes. approach broken off after master sounded alarm and engaged firehoses; 4 crew sustained injuries.
ASAM-2024-02605,2018-12-04T16:40:00,2018,12,6.9779,121.0002,Sulu Sea,Tug & Barge,Boarded,0,0,Knives,"Tug & Barge attacked by BIFF splinter group in narrow channel. MOA: hostage transfer to Jolo island camps. Weapons observed: small arms. boarders rifled bridge & masters cabin, stole cash and electronics."
ASAM-2025-02606,2020-08-08T03:47:00,2020,8,4.4323,100.6844,Strait of Malacca,Container Ship,Fired Upon,0,0,Small arms,"Container Ship attacked by Free Aceh splinter (historical) underway in transit lane. MOA: fast skiff rob at narrow channel. Weapons observed: RPG-7. master engaged evasive maneuvers, RPG and small arms fire received."
ASAM-1993-02607,2016-04-27T01:11:00,2016,4,12.4665,112.8509,South China Sea,Chemical Tanker,Attempted,0,0,Knives,Chemical Tanker attacked by Filipino anchor-rob crew in narrow channel. MOA: product theft (diesel siphoning). Weapons observed: RPG-7. approach broken off after master sounded alarm and engaged firehoses.
ASAM-1994-02608,2009-12-21T17:39:00,2009,12,12.5386,50.7867,Gulf of Aden,RoRo Vehicle Carrier,Boarded,0,0,Unknown,"RoRo Vehicle Carrier attacked by Somali pirate skiff network approx 204nm offshore. MOA: grappling hook boarding at low freeboard. Weapons observed: RPG-7. boarders rifled bridge & masters cabin, stole cash and electronics."
ASAM-1995-02609,2014-02-23T02:33:00,2014,2,6.2425,118.9986,Sulu Sea,Bulk Carrier,Boarded,1,0,RPG,"Bulk Carrier attacked by Abu Sayyaf maritime cell at anchorage. MOA: speedboat intercept tug & barge. Weapons observed: M16 + RPG. boarders rifled bridge & masters cabin, stole cash and electronics; 1 crew sustained injuries."
ASAM-1996-02610,2005-11-12T11:52:00,2005,11,3.1771,98.3639,Strait of Malacca,Chemical Tanker,Suspicious Approach,0,0,AK-47,Chemical Tanker attacked by Indonesian coastal gang in narrow channel. MOA: nighttime stealth boarding at anchorage. Weapons observed: knives/machetes. unidentified skiff shadowed vessel for 18 minutes before withdrawing.
ASAM-1997-02611,2016-07-13T06:55:00,2016,7,4.2405,101.4611,Strait of Malacca,Fishing Vessel,Hijacked,0,26,Unknown,"Fishing Vessel attacked by Free Aceh splinter (historical) in narrow channel. MOA: nighttime stealth boarding at anchorage. Weapons observed: RPG-7. vessel hijacked, crew of 14 taken to coastal anchorage; 26 crew taken hostage; ransom demand transmitted within 72h."
ASAM-1998-02612,2018-03-04T03:03:00,2018,3,5.535,120.5011,Sulu Sea,Fishing Vessel,Attempted,0,0,RPG,Fishing Vessel attacked by BIFF splinter group approx 207nm offshore. MOA: hostage transfer to Jolo island camps. Weapons observed: small arms. approach broken off after master sounded alarm and engaged firehoses.
ASAM-1999-02613,2011-06-05T13:09:00,2011,6,13.1521,47.981,Gulf of Aden,Bulk Carrier,Attempted,0,0,Unknown,Bulk Carrier attacked by Puntland-based PAG in narrow channel. MOA: mothership-launched skiff swarm. Weapons observed: small arms. approach broken off after master sounded alarm and engaged firehoses.
ASAM-2000-02614,2017-06-06T02:35:00,2017,6,5.7017,118.6318,Sulu Sea,RoRo Vehicle Carrier,Boarded,0,0,Unknown,"RoRo Vehicle Carrier attacked by Abu Sayyaf maritime cell at anchorage. MOA: hostage transfer to Jolo island camps. Weapons observed: small arms. boarders rifled bridge & masters cabin, stole cash and electronics."
ASAM-2001-02615,2018-07-26T00:32:00,2018,7,11.6552,-63.1724,Caribbean / Venezuelan,Bulk Carrier,Suspicious Approach,0,0,RPG,Bulk Carrier attacked by Trinidad-Tobago smuggler crew approx 264nm offshore. MOA: crew theft + minor injuries. Weapons observed: M16 + RPG. unidentified skiff shadowed vessel for 18 minutes before withdrawing.
ASAM-2002-02616,2021-12-26T02:46:00,2021,12,12.8216,-64.6257,Caribbean / Venezuelan,Bulk Carrier,Attempted,0,0,AK-47,Bulk Carrier attacked by Trinidad-Tobago smuggler crew approx 96nm offshore. MOA: crew theft + minor injuries. Weapons observed: small arms. approach broken off after master sounded alarm and engaged firehoses.
ASAM-2003-02617,2006-03-01T03:54:00,2006,3,3.6677,101.4299,Strait of Malacca,Container Ship,Boarded,0,0,RPG,"Container Ship attacked by Free Aceh splinter (historical) underway in transit lane. MOA: nighttime stealth boarding at anchorage. Weapons observed: RPG-7. boarders rifled bridge & masters cabin, stole cash and electronics."
ASAM-2004-02618,2017-02-10T04:08:00,2017,2,11.4969,-63.8213,Caribbean / Venezuelan,RoRo Vehicle Carrier,Boarded,0,2,Knives,"RoRo Vehicle Carrier attacked by Venezuelan coastal gang in narrow channel. MOA: small arms intimidation. Weapons observed: M16 + RPG. boarders rifled bridge & masters cabin, stole cash and electronics; 2 crew taken hostage; ransom demand transmitted within 72h."
ASAM-2005-02619,2017-10-20T03:11:00,2017,10,5.1991,120.2298,Sulu Sea,Bulk Carrier,Boarded,0,0,Unknown,"Bulk Carrier attacked by Sulu archipelago kidnapping ring at anchorage. MOA: M16 + RPG armed boarding. Weapons observed: AK-47. boarders rifled bridge & masters cabin, stole cash and electronics."
ASAM-2006-02620,2019-07-07T23:47:00,2019,7,11.3587,-64.6337,Caribbean / Venezuelan,Fishing Vessel,Hijacked,0,9,Knives,"Fishing Vessel attacked by Trinidad-Tobago smuggler crew approx 103nm offshore. MOA: crew theft + minor injuries. Weapons observed: M16 + RPG. vessel hijacked, crew of 18 taken to coastal anchorage; 9 crew taken hostage; ransom demand transmitted within 72h."
ASAM-2007-02621,2015-10-12T03:43:00,2015,10,3.2945,100.9084,Strait of Malacca,Container Ship,Attempted,0,0,Knives,Container Ship attacked by Indonesian coastal gang underway in transit lane. MOA: nighttime stealth boarding at anchorage. Weapons observed: M16 + RPG. approach broken off after master sounded alarm and engaged firehoses.
ASAM-2008-02622,2013-08-25T11:18:00,2013,8,4.081,101.1753,Strait of Malacca,Fishing Vessel,Boarded,0,0,Unknown,"Fishing Vessel attacked by Riau Archipelago armed robbers in narrow channel. MOA: crew rob & flee in <30 min. Weapons observed: knives/machetes. boarders rifled bridge & masters cabin, stole cash and electronics."
ASAM-2009-02623,2003-12-05T12:30:00,2003,12,4.3121,102.092,Strait of Malacca,Bulk Carrier,Attempted,0,0,Unknown,"Bulk Carrier attacked by Riau Archipelago armed robbers in narrow channel. MOA: knife-armed boarders, no firearms. Weapons observed: RPG-7. approach broken off after master sounded alarm and engaged firehoses."
ASAM-2010-02624,2002-06-14T01:50:00,2002,6,2.5663,100.4136,Strait of Malacca,Bulk Carrier,Hijacked,0,16,Small arms,"Bulk Carrier attacked by Free Aceh splinter (historical) at anchorage. MOA: knife-armed boarders, no firearms. Weapons observed: knives/machetes. vessel hijacked, crew of 17 taken to coastal anchorage; 16 crew taken hostage; ransom demand transmitted within 72h."
ASAM-2011-02625,2018-06-11T15:42:00,2018,6,12.8256,-65.583,Caribbean / Venezuelan,Crude Oil Tanker,Attempted,0,0,RPG,Crude Oil Tanker attacked by Trinidad-Tobago smuggler crew approx 91nm offshore. MOA: small arms intimidation. Weapons observed: RPG-7. approach broken off after master sounded alarm and engaged firehoses.
ASAM-2012-02626,2013-09-27T01:58:00,2013,9,3.9873,3.3921,Gulf of Guinea,Bulk Carrier,Attempted,0,0,Unknown,Bulk Carrier attacked by Bakassi Strike Force remnant at anchorage. MOA: kidnap-for-ransom of officers. Weapons observed: AK-47. approach broken off after master sounded alarm and engaged firehoses.
ASAM-2013-02627,1995-06-03T05:39:00,1995,6,2.9079,7.4058,Gulf of Guinea,Fishing Vessel,Suspicious Approach,0,0,Knives,Fishing Vessel attacked by Niger Delta militant offshoot in narrow channel. MOA: fast attack craft >150nm offshore. Weapons observed: AK-47. unidentified skiff shadowed vessel for 18 minutes before withdrawing.
ASAM-2014-02628,2004-03-05T21:53:00,2004,3,3.4275,100.7221,Strait of Malacca,Chemical Tanker,Suspicious Approach,0,0,Unknown,Chemical Tanker attacked by Riau Archipelago armed robbers approx 124nm offshore. MOA: fast skiff rob at narrow channel. Weapons observed: knives/machetes. unidentified skiff shadowed vessel for 18 minutes before withdrawing.
ASAM-2015-02629,2008-12-24T02:24:00,2008,12,6.1727,120.2443,Sulu Sea,General Cargo,Boarded,0,0,AK-47,"General Cargo attacked by BIFF splinter group at anchorage. MOA: hostage transfer to Jolo island camps. Weapons observed: M16 + RPG. boarders rifled bridge & masters cabin, stole cash and electronics."
ASAM-2016-02630,2008-05-13T20:48:00,2008,5,6.4685,119.514,Sulu Sea,Crude Oil Tanker,Boarded,0,5,Small arms,"Crude Oil Tanker attacked by Sulu archipelago kidnapping ring in narrow channel. MOA: abduction of fishing crew. Weapons observed: M16 + RPG. boarders rifled bridge & masters cabin, stole cash and electronics; 5 crew taken hostage; ransom demand transmitted within 72h."
ASAM-2017-02631,2012-08-14T20:32:00,2012,8,13.2385,50.3723,Gulf of Aden,Yacht,Fired Upon,0,0,Knives,"Yacht attacked by Puntland-based PAG approx 54nm offshore. MOA: grappling hook boarding at low freeboard. Weapons observed: RPG-7. master engaged evasive maneuvers, RPG and small arms fire received."
ASAM-2018-02632,2012-06-12T21:16:00,2012,6,13.7105,48.4641,Gulf of Aden,Offshore Supply,Hijacked,0,19,Unknown,"Offshore Supply attacked by Hobyo-Harardhere PAG at anchorage. MOA: grappling hook boarding at low freeboard. Weapons observed: small arms. vessel hijacked, crew of 26 taken to coastal anchorage; 19 crew taken hostage; ransom demand transmitted within 72h."
ASAM-2019-02633,2015-10-27T16:43:00,2015,10,10.0141,112.0204,South China Sea,Container Ship,Attempted,0,0,AK-47,Container Ship attacked by Filipino anchor-rob crew in narrow channel. MOA: product theft (diesel siphoning). Weapons observed: RPG-7. approach broken off after master sounded alarm and engaged firehoses.
ASAM-2020-02634,2005-10-15T06:01:00,2005,10,3.4529,100.7529,Strait of Malacca,RoRo Vehicle Carrier,Hijacked,0,22,Small arms,"RoRo Vehicle Carrier attacked by Free Aceh splinter (historical) approx 135nm offshore. MOA: crew rob & flee in <30 min. Weapons observed: knives/machetes. vessel hijacked, crew of 20 taken to coastal anchorage; 22 crew taken hostage; ransom demand transmitted within 72h."
ASAM-2021-02635,2017-02-02T01:03:00,2017,2,2.8058,100.7996,Strait of Malacca,Offshore Supply,Boarded,0,5,AK-47,"Offshore Supply attacked by Indonesian coastal gang underway in transit lane. MOA: nighttime stealth boarding at anchorage. Weapons observed: M16 + RPG. boarders rifled bridge & masters cabin, stole cash and electronics; 5 crew taken hostage; ransom demand transmitted within 72h."
ASAM-2022-02636,2008-04-03T01:29:00,2008,4,14.4122,48.1049,Gulf of Aden,RoRo Vehicle Carrier,Attempted,0,0,Knives,RoRo Vehicle Carrier attacked by Somali pirate skiff network at anchorage. MOA: RPG warning shot then boarding. Weapons observed: RPG-7. approach broken off after master sounded alarm and engaged firehoses.
ASAM-2023-02637,2004-12-06T15:21:00,2004,12,2.7238,100.6336,Strait of Malacca,Bulk Carrier,Boarded,0,0,RPG,"Bulk Carrier attacked by Indonesian coastal gang underway in transit lane. MOA: nighttime stealth boarding at anchorage. Weapons observed: M16 + RPG. boarders rifled bridge & masters cabin, stole cash and electronics."
ASAM-2024-02638,2018-03-23T21:03:00,2018,3,6.2434,120.1427,Sulu Sea,Bulk Carrier,Attempted,0,0,AK-47,Bulk Carrier attacked by Sulu archipelago kidnapping ring at anchorage. MOA: abduction of fishing crew. Weapons observed: RPG-7. approach broken off after master sounded alarm and engaged firehoses.
ASAM-2025-02639,2004-09-05T04:56:00,2004,9,4.2693,101.9453,Strait of Malacca,Container Ship,Boarded,1,5,Unknown,"Container Ship attacked by Riau Archipelago armed robbers underway in transit lane. MOA: nighttime stealth boarding at anchorage. Weapons observed: M16 + RPG. boarders rifled bridge & masters cabin, stole cash and electronics; 3 crew sustained injuries; 5 crew taken hostage; ransom demand transmitted within 72h."
ASAM-1993-02640,2002-10-22T23:33:00,2002,10,4.4281,6.595,Gulf of Guinea,Chemical Tanker,Hijacked,1,24,RPG,"Chemical Tanker attacked by Nigerian kidnap-for-ransom cell in narrow channel. MOA: AK-47 + GPMG armed boarding. Weapons observed: AK-47. vessel hijacked, crew of 23 taken to coastal anchorage; 4 crew sustained injuries; 24 crew taken hostage; ransom demand transmitted within 72h."
ASAM-1994-02641,2014-01-25T09:54:00,2014,1,9.4812,110.754,South China Sea,Crude Oil Tanker,Boarded,1,0,AK-47,"Crude Oil Tanker attacked by Vietnamese coastal robbers at anchorage. MOA: stealth anchorage boarding. Weapons observed: AK-47. boarders rifled bridge & masters cabin, stole cash and electronics; 1 crew sustained injuries."
ASAM-1995-02642,2008-02-08T03:21:00,2008,2,14.1551,47.0263,Gulf of Aden,Tug & Barge,Attempted,0,0,RPG,Tug & Barge attacked by Somali pirate skiff network at anchorage. MOA: mothership-launched skiff swarm. Weapons observed: AK-47. approach broken off after master sounded alarm and engaged firehoses.
ASAM-1996-02643,2017-06-03T02:28:00,2017,6,11.2092,-67.4728,Caribbean / Venezuelan,Bulk Carrier,Boarded,0,6,AK-47,"Bulk Carrier attacked by Venezuelan coastal gang underway in transit lane. MOA: yacht boarding at anchorage. Weapons observed: small arms. boarders rifled bridge & masters cabin, stole cash and electronics; 6 crew taken hostage; ransom demand transmitted within 72h."
ASAM-1997-02644,2023-08-24T06:11:00,2023,8,13.434,49.0458,Gulf of Aden,Bulk Carrier,Fired Upon,0,0,AK-47,"Bulk Carrier attacked by Hobyo-Harardhere PAG underway in transit lane. MOA: grappling hook boarding at low freeboard. Weapons observed: M16 + RPG. master engaged evasive maneuvers, RPG and small arms fire received."
ASAM-1998-02645,2004-11-08T19:40:00,2004,11,2.4655,102.0056,Strait of Malacca,Crude Oil Tanker,Suspicious Approach,0,0,Unknown,Crude Oil Tanker attacked by Indonesian coastal gang approx 248nm offshore. MOA: nighttime stealth boarding at anchorage. Weapons observed: knives/machetes. unidentified skiff shadowed vessel for 18 minutes before withdrawing.
ASAM-1999-02646,1998-01-10T19:50:00,1998,1,6.4423,121.218,Sulu Sea,Fishing Vessel,Suspicious Approach,0,0,Unknown,Fishing Vessel attacked by Sulu archipelago kidnapping ring at anchorage. MOA: abduction of fishing crew. Weapons observed: knives/machetes. unidentified skiff shadowed vessel for 18 minutes before withdrawing.
ASAM-2000-02647,2021-10-22T02:40:00,2021,10,2.9767,6.966,Gulf of Guinea,Offshore Supply,Boarded,0,0,Knives,"Offshore Supply attacked by Niger Delta militant offshoot approx 35nm offshore. MOA: fast attack craft >150nm offshore. Weapons observed: knives/machetes. boarders rifled bridge & masters cabin, stole cash and electronics."
ASAM-2001-02648,2011-12-07T08:11:00,2011,12,6.9701,121.0331,Sulu Sea,LPG/LNG Tanker,Fired Upon,0,0,Knives,"LPG/LNG Tanker attacked by BIFF splinter group approx 89nm offshore. MOA: speedboat intercept tug & barge. Weapons observed: RPG-7. master engaged evasive maneuvers, RPG and small arms fire received."
ASAM-2002-02649,2011-03-08T04:02:00,2011,3,4.5478,3.7076,Gulf of Guinea,Bulk Carrier,Suspicious Approach,0,0,AK-47,Bulk Carrier attacked by Nigerian kidnap-for-ransom cell approx 103nm offshore. MOA: AK-47 + GPMG armed boarding. Weapons observed: M16 + RPG. unidentified skiff shadowed vessel for 18 minutes before withdrawing.
ASAM-2003-02650,2008-11-11T23:47:00,2008,11,14.1108,47.1515,Gulf of Aden,General Cargo,Boarded,0,0,AK-47,"General Cargo attacked by Somali pirate skiff network at anchorage. MOA: RPG warning shot then boarding. Weapons observed: small arms. boarders rifled bridge & masters cabin, stole cash and electronics."
ASAM-2004-02651,2018-11-04T15:44:00,2018,11,2.8641,4.9026,Gulf of Guinea,Offshore Supply,Boarded,0,0,RPG,"Offshore Supply attacked by Niger Delta militant offshoot approx 148nm offshore. MOA: AK-47 + GPMG armed boarding. Weapons observed: AK-47. boarders rifled bridge & masters cabin, stole cash and electronics."
ASAM-2005-02652,2015-02-12T17:19:00,2015,2,14.0796,47.6355,Gulf of Aden,Bulk Carrier,Boarded,0,0,Knives,"Bulk Carrier attacked by Hobyo-Harardhere PAG in narrow channel. MOA: mothership-launched skiff swarm. Weapons observed: AK-47. boarders rifled bridge & masters cabin, stole cash and electronics."
ASAM-2006-02653,2012-09-28T03:31:00,2012,9,12.2527,48.0905,Gulf of Aden,Crude Oil Tanker,Boarded,0,0,Knives,"Crude Oil Tanker attacked by Hobyo-Harardhere PAG in narrow channel. MOA: grappling hook boarding at low freeboard. Weapons observed: AK-47. boarders rifled bridge & masters cabin, stole cash and electronics."
ASAM-2007-02654,2020-05-05T00:49:00,2020,5,5.0333,5.0805,Gulf of Guinea,Container Ship,Attempted,0,0,AK-47,Container Ship attacked by Nigerian kidnap-for-ransom cell underway in transit lane. MOA: AK-47 + GPMG armed boarding. Weapons observed: M16 + RPG. approach broken off after master sounded alarm and engaged firehoses.
ASAM-2008-02655,2011-01-21T04:07:00,2011,1,1.045,4.627,Gulf of Guinea,LPG/LNG Tanker,Fired Upon,0,0,Unknown,"LPG/LNG Tanker attacked by Bakassi Strike Force remnant approx 44nm offshore. MOA: AK-47 + GPMG armed boarding. Weapons observed: RPG-7. master engaged evasive maneuvers, RPG and small arms fire received."
ASAM-2009-02656,2005-09-07T02:32:00,2005,9,12.2178,46.8093,Gulf of Aden,Offshore Supply,Attempted,0,0,RPG,Offshore Supply attacked by Hobyo-Harardhere PAG at anchorage. MOA: mothership-launched skiff swarm. Weapons observed: M16 + RPG. approach broken off after master sounded alarm and engaged firehoses.
ASAM-2010-02657,2018-03-16T00:52:00,2018,3,7.4386,119.28,Sulu Sea,Chemical Tanker,Boarded,1,0,AK-47,"Chemical Tanker attacked by Abu Sayyaf maritime cell in narrow channel. MOA: hostage transfer to Jolo island camps. Weapons observed: M16 + RPG. boarders rifled bridge & masters cabin, stole cash and electronics; 4 crew sustained injuries."
ASAM-2011-02658,2008-07-25T08:04:00,2008,7,11.8742,47.4941,Gulf of Aden,General Cargo,Suspicious Approach,0,0,RPG,General Cargo attacked by Puntland-based PAG approx 120nm offshore. MOA: RPG warning shot then boarding. Weapons observed: small arms. unidentified skiff shadowed vessel for 18 minutes before withdrawing.
ASAM-2012-02659,2009-05-01T03:26:00,2009,5,4.0611,8.0017,Gulf of Guinea,Bulk Carrier,Boarded,0,6,RPG,"Bulk Carrier attacked by Niger Delta militant offshoot underway in transit lane. MOA: AK-47 + GPMG armed boarding. Weapons observed: knives/machetes. boarders rifled bridge & masters cabin, stole cash and electronics; 6 crew taken hostage; ransom demand transmitted within 72h."
ASAM-2013-02660,2011-10-12T20:52:00,2011,10,12.6262,48.9165,Gulf of Aden,Crude Oil Tanker,Suspicious Approach,0,0,RPG,Crude Oil Tanker attacked by Puntland-based PAG in narrow channel. MOA: grappling hook boarding at low freeboard. Weapons observed: M16 + RPG. unidentified skiff shadowed vessel for 18 minutes before withdrawing.
ASAM-2014-02661,2021-01-11T10:56:00,2021,1,0.8679,4.3255,Gulf of Guinea,Chemical Tanker,Fired Upon,0,0,Small arms,"Chemical Tanker attacked by Niger Delta militant offshoot approx 277nm offshore. MOA: fast attack craft >150nm offshore. Weapons observed: knives/machetes. master engaged evasive maneuvers, RPG and small arms fire received."
ASAM-2015-02662,2018-08-25T05:59:00,2018,8,4.4091,7.7454,Gulf of Guinea,Yacht,Fired Upon,0,0,Knives,"Yacht attacked by Niger Delta militant offshoot underway in transit lane. MOA: AK-47 + GPMG armed boarding. Weapons observed: RPG-7. master engaged evasive maneuvers, RPG and small arms fire received."
ASAM-2016-02663,2020-06-18T03:42:00,2020,6,2.049,6.1124,Gulf of Guinea,Bulk Carrier,Fired Upon,0,0,Unknown,"Bulk Carrier attacked by Niger Delta militant offshoot in narrow channel. MOA: AK-47 + GPMG armed boarding. Weapons observed: knives/machetes. master engaged evasive maneuvers, RPG and small arms fire received."
ASAM-2017-02664,2019-02-04T19:21:00,2019,2,5.1773,4.4728,Gulf of Guinea,General Cargo,Hijacked,0,8,AK-47,"General Cargo attacked by Nigerian kidnap-for-ransom cell at anchorage. MOA: AK-47 + GPMG armed boarding. Weapons observed: small arms. vessel hijacked, crew of 17 taken to coastal anchorage; 8 crew taken hostage; ransom demand transmitted within 72h."
ASAM-2018-02665,2022-11-02T04:06:00,2022,11,2.1137,5.9627,Gulf of Guinea,Chemical Tanker,Hijacked,0,9,AK-47,"Chemical Tanker attacked by Nigerian kidnap-for-ransom cell approx 16nm offshore. MOA: tanker product theft (siphon). Weapons observed: small arms. vessel hijacked, crew of 23 taken to coastal anchorage; 9 crew taken hostage; ransom demand transmitted within 72h."
ASAM-2019-02666,2024-11-11T19:30:00,2024,11,12.6857,49.8177,Gulf of Aden,Crude Oil Tanker,Attempted,0,0,RPG,Crude Oil Tanker attacked by Puntland-based PAG underway in transit lane. MOA: AK-47 small arms suppression. Weapons observed: M16 + RPG. approach broken off after master sounded alarm and engaged firehoses.
ASAM-2020-02667,2019-04-27T02:49:00,2019,4,6.3285,5.3208,Gulf of Guinea,Bulk Carrier,Fired Upon,0,0,AK-47,"Bulk Carrier attacked by Nigerian kidnap-for-ransom cell in narrow channel. MOA: fast attack craft >150nm offshore. Weapons observed: AK-47. master engaged evasive maneuvers, RPG and small arms fire received."
ASAM-2021-02668,2005-10-23T19:51:00,2005,10,3.3755,101.9883,Strait of Malacca,Chemical Tanker,Boarded,0,0,Unknown,"Chemical Tanker attacked by Indonesian coastal gang at anchorage. MOA: crew rob & flee in <30 min. Weapons observed: AK-47. boarders rifled bridge & masters cabin, stole cash and electronics."
ASAM-2022-02669,1999-09-02T02:56:00,1999,9,4.0539,4.3758,Gulf of Guinea,Tug & Barge,Boarded,0,3,RPG,"Tug & Barge attacked by Niger Delta militant offshoot at anchorage. MOA: fast attack craft >150nm offshore. Weapons observed: AK-47. boarders rifled bridge & masters cabin, stole cash and electronics; 3 crew taken hostage; ransom demand transmitted within 72h."
ASAM-2023-02670,2008-02-01T05:01:00,2008,2,12.8507,48.0829,Gulf of Aden,Crude Oil Tanker,Attempted,0,0,Unknown,Crude Oil Tanker attacked by Hobyo-Harardhere PAG underway in transit lane. MOA: mothership-launched skiff swarm. Weapons observed: M16 + RPG. approach broken off after master sounded alarm and engaged firehoses.
ASAM-2024-02671,2018-02-10T09:52:00,2018,2,5.4844,4.9277,Gulf of Guinea,Container Ship,Hijacked,0,25,AK-47,"Container Ship attacked by Bakassi Strike Force remnant approx 114nm offshore. MOA: kidnap-for-ransom of officers. Weapons observed: M16 + RPG. vessel hijacked, crew of 24 taken to coastal anchorage; 25 crew taken hostage; ransom demand transmitted within 72h."
ASAM-2025-02672,2020-12-25T04:42:00,2020,12,4.5799,3.5461,Gulf of Guinea,General Cargo,Hijacked,1,24,Small arms,"General Cargo attacked by Nigerian kidnap-for-ransom cell in narrow channel. MOA: fast attack craft >150nm offshore. Weapons observed: AK-47. vessel hijacked, crew of 19 taken to coastal anchorage; 4 crew sustained injuries; 24 crew taken hostage; ransom demand transmitted within 72h."
ASAM-1993-02673,2020-11-21T15:34:00,2020,11,4.2017,9.0253,Gulf of Guinea,Bulk Carrier,Fired Upon,0,0,RPG,"Bulk Carrier attacked by Nigerian kidnap-for-ransom cell approx 172nm offshore. MOA: AK-47 + GPMG armed boarding. Weapons observed: AK-47. master engaged evasive maneuvers, RPG and small arms fire received."
ASAM-1994-02674,2003-06-25T02:35:00,2003,6,5.6229,2.7473,Gulf of Guinea,Bulk Carrier,Hijacked,0,25,Small arms,"Bulk Carrier attacked by Niger Delta militant offshoot at anchorage. MOA: fast attack craft >150nm offshore. Weapons observed: knives/machetes. vessel hijacked, crew of 25 taken to coastal anchorage; 25 crew taken hostage; ransom demand transmitted within 72h."
ASAM-1995-02675,2012-05-23T07:53:00,2012,5,11.1719,46.7964,Gulf of Aden,Crude Oil Tanker,Attempted,0,0,Unknown,Crude Oil Tanker attacked by Puntland-based PAG at anchorage. MOA: AK-47 small arms suppression. Weapons observed: M16 + RPG. approach broken off after master sounded alarm and engaged firehoses.
ASAM-1996-02676,2003-02-26T05:24:00,2003,2,3.4419,100.7626,Strait of Malacca,Crude Oil Tanker,Hijacked,0,10,Small arms,"Crude Oil Tanker attacked by Free Aceh splinter (historical) approx 29nm offshore. MOA: nighttime stealth boarding at anchorage. Weapons observed: AK-47. vessel hijacked, crew of 26 taken to coastal anchorage; 10 crew taken hostage; ransom demand transmitted within 72h."
ASAM-1997-02677,1996-12-02T05:26:00,1996,12,5.4913,5.6734,Gulf of Guinea,Crude Oil Tanker,Boarded,0,0,Small arms,"Crude Oil Tanker attacked by Nigerian kidnap-for-ransom cell in narrow channel. MOA: fast attack craft >150nm offshore. Weapons observed: knives/machetes. boarders rifled bridge & masters cabin, stole cash and electronics."
ASAM-1998-02678,2003-09-10T20:58:00,2003,9,2.3286,100.842,Strait of Malacca,General Cargo,Attempted,0,0,Unknown,General Cargo attacked by Indonesian coastal gang approx 231nm offshore. MOA: fast skiff rob at narrow channel. Weapons observed: small arms. approach broken off after master sounded alarm and engaged firehoses.
ASAM-1999-02679,1994-08-20T23:27:00,1994,8,2.7935,99.3289,Strait of Malacca,Fishing Vessel,Attempted,0,0,AK-47,"Fishing Vessel attacked by Free Aceh splinter (historical) at anchorage. MOA: knife-armed boarders, no firearms. Weapons observed: RPG-7. approach broken off after master sounded alarm and engaged firehoses."
